GEOID20,parcels,sale.date_mean,sale.price.real_mean,year.built_mean,total.rooms_mean,beds_mean,baths.full_mean,baths.half_mean,plumbing_mean,landval_mean,impval_mean,totval_mean,stories_mean,footprint.m2_mean,home.size.m2_mean,lot.size.m2_mean,outdoor.m2_mean,year.built_sd,total.rooms_sd,beds_sd,baths.full_sd,baths.half_sd,plumbing_sd,landval_sd,impval_sd,totval_sd,stories_sd,footprint.m2_sd,home.size.m2_sd,lot.size.m2_sd,outdoor.m2_sd
320030034083,264,2011-09-01,261952.34475961947,1992.1439393939395,7.371212121212121,3.9696969696969697,2.746212121212121,0.17803030303030304,13.420454545454545,35617.28787878788,76901.04166666667,112518.32196969698,1.4848484848484849,249.81408219696968,269.94699015151514,808.4522635770804,558.6381813801107,1.2432789699312843,1.4482468910704083,0.9223823835241267,0.5718232201805805,0.38326482102145437,1.711434976426038,2203.8255109218967,11420.444181486104,12076.092851006548,0.5007196112068363,45.72389262150244,53.228251486943634,229.98152016457175,197.1101805353555
320030034091,271,2011-11-10,143154.03152516249,1982.8782287822878,5.424354243542435,2.944649446494465,2.047970479704797,0.16974169741697417,9.549815498154981,21968.121771217713,29196.745387453873,51164.85977859778,1.4280442804428044,156.8796472324723,136.99527638376384,649.5882317863075,492.7085845538352,3.274470016385178,1.0787497255355558,0.6726667263996696,0.2307506571864775,0.37610027188789047,1.0699212341637458,5737.729214974867,6213.463869465611,10423.938701582008,0.49196079137894977,38.90762778252535,35.711116332769905,600.8890712387532,573.9530577974302
320030034092,603,2012-11-20,120704.50565079786,1986.3797678275291,NA,NA,NA,NA,9.537313432835822,18501.89552238806,26352.419568822555,44915.87893864013,NA,NA,NA,445.3559383645068,NA,7.169058789877327,NA,NA,NA,NA,1.690264505712371,3426.5955161441198,8313.855439996412,9989.967128882376,NA,NA,NA,238.84087023993,NA
320030034093,351,2011-05-11,112411.0401105188,1983.4615384615386,NA,NA,NA,NA,8.504273504273504,18298.51851851852,23887.780626780626,42186.29914529915,NA,NA,NA,708.2581533303178,NA,7.882572235948432,NA,NA,NA,NA,2.425898119250206,4840.692137532646,10116.348656945387,13088.979343990091,NA,NA,NA,208.7147489089221,NA
320030034101,856,2010-05-13,264717.01549701515,1993.6238317757009,5.7546728971962615,3.1799065420560746,2.0549065420560746,0.16004672897196262,9.899532710280374,23863.66238317757,47865.84929906542,71729.51168224298,1.2067757009345794,183.66623025700935,156.7357574766355,626.4123253651575,442.7460951081481,1.3700530709726253,0.9468206623024366,0.46928387962559476,0.23300576637034073,0.36686373991143156,1.4627378851203017,1232.9623877573295,10906.90686613851,11291.372062131219,0.40522999163723694,28.63256157682416,41.29286618008265,154.98060003898345,145.28546516876332
320030034102,1090,2012-01-15,252391.7062584858,1996.654128440367,5.851376146788991,3.26697247706422,2.1321100917431193,0.3376146788990826,10.640366972477064,23715.567889908256,52772.109174311925,76512.86422018349,1.4623853211009175,165.1988710091743,156.1658375229358,559.7661327391615,394.56726172998725,8.432120058960384,0.6540984274420789,0.5728082427727004,0.3414657365085961,0.5158264724174119,1.7594096631858807,2999.551794721326,12703.532333504749,13033.849045545263,0.6903225834389454,54.65120835937651,24.3975386453289,300.6570412772212,261.4836597172244
320030034111,472,2009-09-03,146899.35782820982,1993.8262711864406,5.819915254237288,3.0741525423728815,2.23728813559322,0.06779661016949153,7.8326271186440675,24049.34533898305,46496.34957627119,70545.68644067796,1.2923728813559323,169.88772584745763,160.8346995762712,530.8931635534586,361.0054377060011,3.4933221819428266,1.4392826685615274,0.8118086292758725,0.42587172698120246,0.25166329270910676,5.208554441310495,5198.3130492276205,16786.48181504373,21167.236874356142,0.45533530346724954,48.65618680171217,43.06084929672529,482.4962076697973,449.28338252437396
320030034112,248,2011-10-10,573496.4155311233,1986.592741935484,6.645161290322581,3.4879032258064515,2.096774193548387,0.5524193548387096,11.084677419354838,28043.96370967742,47637.62903225807,75681.59274193548,1.4959677419354838,185.44375846774193,182.66874556451612,845.2715676285375,659.8278091607956,3.9816720469431415,1.1395968346481262,0.6549831090859768,0.3347451707968565,0.4982501704329103,1.7601317743657077,9397.918613280048,19340.983795704717,25531.398848107827,0.5009948311285781,61.79749426095267,51.39894933534841,823.4578414547385,792.4084877912823
320030034121,525,2011-01-07,119357.45015630542,1990.1980952380952,NA,NA,NA,NA,5.363809523809524,20559.666666666668,29785.15619047619,50344.822857142855,1.276190476190476,120.22622533333333,121.1345219047619,304.0155407674787,183.78931543414535,6.496534322007332,NA,NA,NA,NA,5.149207376370751,1227.3849012957398,5280.528875459882,5682.3860296140465,0.44540139918692845,22.567946538543367,22.3838017605902,318.12573455095077,306.05833391641
320030034122,763,2012-01-28,184817.85468974488,1985.3302752293578,5.6290956749672345,3.0629095674967233,2.0157273918741807,0.3132372214941022,9.8414154652686765,21581.05504587156,35204.05897771953,56785.114023591086,1.4239842726081258,147.38883302752294,139.40272044560942,552.2399242782423,404.8510912507194,1.4108552915902404,0.9747696921717176,0.6977469748358605,0.12450042583653065,0.46411418189475673,1.168153123893813,2253.836864358023,7002.814339793639,7934.472935563948,0.4941801554079683,31.970984206653437,27.041432035009112,243.6001117723001,226.87507653263685
320030034123,476,2011-08-30,336626.8485214719,1987.0588235294117,NA,NA,NA,NA,6.178571428571429,24156.252100840335,32981.51680672269,57137.768907563026,1.0945378151260505,164.09204138655463,143.67180168067227,663.651032920066,499.55899153351135,7.094305046069509,NA,NA,NA,NA,5.045440135945875,9208.242358343723,15936.003144872968,22544.36269181651,0.2928833010615149,59.38562773881439,48.425903582436206,757.9905960641348,708.4830105547804
320030034131,259,2010-11-03,133682.00160087674,1980.092664092664,7.065637065637065,3.853281853281853,2.305019305019305,0.02702702702702703,10.722007722007723,23803.243243243243,31751.521235521235,55554.76447876448,1.277992277992278,170.96218416988415,163.66289845559845,607.1852546502063,436.2230704803222,13.717495203500045,3.50740311733026,1.4895302709252853,0.7177253985250119,0.162476125984006,3.931577861439386,7424.968372463028,10944.423284290046,11506.64301469245,0.44887696206413,37.39391567913885,78.92340120813293,146.23743983139894,129.47121526938446
320030034132,653,2011-09-05,154589.03968582512,1992.5375191424196,5.088820826952527,2.7182235834609494,1.8407350689127107,0.24808575803981622,7.716692189892802,25762.252679938745,41445.44563552833,67207.6967840735,1.1500765696784074,NA,NA,808.2564786277248,NA,10.717963447487255,2.2087557194667835,1.2310858213898073,0.6977576345076304,0.4322329438944387,5.25785828110528,13187.597476120884,25171.302542561065,34961.89372314567,0.3563458377633761,NA,NA,898.0307455041462,NA
320030034133,448,2011-03-17,223540.27106966742,1980.2924107142858,6.464285714285714,3.419642857142857,2.1026785714285716,0.07366071428571429,9.598214285714286,28835.98660714286,35373.419642857145,64209.40178571428,1.0334821428571428,191.27923370535714,155.7308828125,1209.9027459808906,1018.6235122755334,6.393280553332613,1.0463835359534657,0.6606673171354615,0.441871112314135,0.2699291332492102,1.9361615728821624,16342.349535618778,32223.201585620456,40797.97214511578,0.18009299025509584,77.69760776288614,75.03533850870663,1470.4209564648108,1437.5428929162533
320030034141,584,2013-12-28,262194.6048546335,2001.6335616438357,6.940068493150685,3.720890410958904,2.414383561643836,0.2722602739726027,12.018835616438356,34060.26369863014,75520.91609589041,109668.0154109589,1.3964041095890412,211.89996866438355,215.99552243150683,1205.973981474023,994.0740128096395,16.536335696599657,1.5154450106177728,0.8152756187040964,0.5458704759100933,1.0040318518779754,2.4448611728991643,12076.696926911662,34986.23366943092,39477.0470610038,0.4891313556403442,71.49644004557517,56.533214027879374,961.4102781184312,946.8178493899524
320030034142,314,2009-04-18,208703.36270181314,1986.5286624203823,6.369426751592357,3.388535031847134,2.0859872611464967,0.2229299363057325,10.318471337579618,43007.076433121016,61842.47133757962,104887.48407643312,1.0414012738853504,NA,NA,2027.683069403706,NA,11.915871505362976,1.085993452541302,0.7027984366365772,0.44029595024127177,0.4168760454234799,2.0876579860187783,38246.608702724414,89578.79204686706,121971.75029767615,0.1995344697013802,NA,NA,2027.2528543747417,NA
