GEOID20,parcels,sale.date_mean,sale.price.real_mean,year.built_mean,stories_mean,landval_mean,impval_mean,totval_mean,building.size.m2_mean,building.height.m_mean,lot.size.m2_mean,outdoor.m2_mean,year.built_sd,stories_sd,landval_sd,impval_sd,totval_sd,building.size.m2_sd,building.height.m_sd,lot.size.m2_sd,outdoor.m2_sd
320030058462,4,2006-12-01,5680707.754715411,2010.25,2,2192636.75,5808201.5,8001204,8328.06695,5.715,40741.76278949142,35264.98263949141,8.958236433584458,1.1547005383792515,1469609.6732355782,5105323.201167484,6183139.556796962,5881.6979421834785,2.5149848190396695,23275.845670679737,20374.378087654157
320030058463,3,2006-04-01,185.56145672522442,2006.3333333333333,1,243.33333333333334,8044,8775,42.1766,NA,4235.713447369734,4193.5368473697345,3.5118845842842465,0,421.46569650842684,13932.61669608405,15198.745836416898,45.775856369488054,NA,2009.7594235879446,1988.8939113915956
320030058471,49,2015-07-21,14475389.655900545,2009.0408163265306,1.3265306122448979,1385797.918367347,4112431.9591836734,5498229.795918368,5562.6358653061225,NA,21520.210166135173,18275.116474298437,5.887696152689484,0.7468755781599106,1442133.8606502207,6261629.712992979,7386626.462792605,9071.840323030392,NA,22371.40017780283,20134.373952137637
320030058481,36,2013-05-09,9586300.245706387,2005.4166666666667,1.1388888888888888,710169.5277777778,1459414.861111111,2169584.3333333335,2382.4050166666666,NA,11109.754889554762,9652.036474276985,5.184454786047558,0.35073618720610084,737867.3392657473,1767333.8840554662,2196354.8538281983,4992.943386069441,NA,11905.14605132746,11281.83311696665
320030058482,47,2013-03-11,3176452.97323153,2003.872340425532,1.1063829787234043,729558.1702127659,996304.8936170213,1725863.1914893617,1423.8862063829786,NA,5261.779051953802,4316.687585996355,2.410277101844947,0.3749807272259927,1067600.467305991,1718258.1546546444,2772948.470118825,3794.476265675477,NA,5945.630626001699,6018.621582732848
320030058491,50,2010-01-05,2135127.931819554,2003.52,1.06,440290.26,678764.78,1119054.92,1397.6136119999999,NA,7919.705121278744,6737.412342278743,2.793870842704488,0.23989793748209523,689038.8007957116,1036022.9993274476,1675315.8294130673,3031.938625420133,NA,11308.27026763381,10217.204544676915
320030058492,3,NA,NaN,2015,2.3333333333333335,2315250,11734561,14049811,9620.476266666667,NA,35774.24301750183,32567.417595279607,0,1.1547005383792515,0,0,0,15828.591925533094,NA,0,5276.197308511032
320030058501,4,2013-04-23,1907885.1371871303,2007.5,1.5,677178.75,1786370.5,2463549.25,3736.739925,4.7244,10157.618561406136,8623.119586406137,7,1,333947.5,2278023,2611970.5,6324.379453046519,1.128720671911346,4613.419859685899,2715.448158395282
320030058502,8,2011-09-13,1860728.563629593,2009.25,1,623806.5,1286653.25,1910459.375,426.43422499999997,NA,14098.248565101438,13671.814340101437,6.453127702351562,0,1076405.457429893,2942244.7876842874,4014363.197835917,384.47346403331824,NA,29057.39644904318,29199.40156358943
320030058521,1,NA,NaN,2005,1,1834525,6664860,8499385,0,NA,38566.5747193718,38566.5747193718,NA,NA,NA,NA,NA,NA,NA,NA,NA
320030058522,6,2016-08-05,329476.04350073927,2015.3333333333333,1,62927.666666666664,72615.83333333333,135543.5,343.43581666666665,NA,13509.767875349027,13166.33205868236,5.680375574437544,0,154140.67403727892,177871.7389136528,332012.4129509317,383.4133722241331,NA,8345.108973598404,8213.962528117834
320030058551,17,2011-09-20,11342883.07936726,2003.6470588235295,1.0588235294117647,514628.17647058825,870047.8235294118,1384795.5882352942,1463.1094235294117,NA,12538.124273492029,11316.281614668498,3.040172208744684,0.24253562503633297,389913.9436457799,413471.7562786537,640873.8318512914,2100.549036582283,NA,7037.439351427745,6706.581786350921
320030058552,9,2011-10-06,118.29237492323686,2005.4444444444443,1.1111111111111112,560622.2222222222,1381579.5555555555,1942201.7777777778,2916.647111111111,NA,16464.20042779065,14809.094027790648,6.1869037310901955,0.3333333333333333,1112450.2345922915,2741486.940338359,3853937.1749306507,7493.804121899299,NA,24149.671587604575,21732.1880950365
320030058561,7,2018-09-10,1625546.124004102,2006.142857142857,1,11229.142857142857,14695.857142857143,26312,81.53965714285714,NA,29822.757738005326,29741.21808086247,7.448234050846581,0,26380.526141003906,30592.419450078214,39993.1143740186,209.89390588776715,NA,75338.60158237108,75365.26885150193
320030058571,6,2013-08-31,1665769.201799033,2005.6666666666667,1.1666666666666667,332775.3333333333,439867.3333333333,772642.6666666666,1586.9487666666666,NA,7502.810989824732,6505.777223158066,2.422120283277993,0.408248290463863,295779.9979144409,584710.6945393309,865690.0283033568,2796.5807721699593,NA,5405.61916582504,4391.3379219299095
